Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual
T19174,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,20-03-2024 03:15,Cannot replicate user reported issue. Requested screen recording from customer.,378
T11948,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Medium,Positive,29-04-2024 20:30,Awaiting confirmation of address change from validation team. Contact customer for documentation.,415
T12304,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,High,Positive,04-09-2024 11:51,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,74
T12965,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,14-07-2024 14:33,Provided link to pricing page. Confirmed service availability in their city.,1210
T12175,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,High,Positive,28-03-2024 02:08,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,116
T16945,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,Low,Positive,24-04-2024 16:35,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,1043
T12005,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,05-01-2024 05:12,Cannot replicate user reported issue. Requested screen recording from customer.,278
T10093,Do you offer services in the Berlin region or only nationally? I am checking availability.,Do you offer services in the Berlin region or only nationally? I am checking availability.,General Queries,Resolve at L1,Medium,Neutral,31-10-2024 08:51,Answered question about operating hours. Closed ticket.,452
T12294,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,20-07-2024 13:35,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,830
T18053,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Follow-Up,Low,Neutral,22-07-2024 01:21,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,1283
T18693,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,29-07-2024 06:41,Answered question about operating hours. Closed ticket.,894
T17711,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,04-11-2024 15:06,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,111
T13069,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,20-06-2024 12:20,Cannot replicate user reported issue. Requested screen recording from customer.,64
T13402,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,19-01-2024 18:28,Cannot replicate user reported issue. Requested screen recording from customer.,407
T14215,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,High,Neutral,20-12-2024 14:43,Completed name change on account profile. Sent confirmation email.,96
T13693,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,20-07-2024 12:31,Completed name change on account profile. Sent confirmation email.,1321
T12937,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Low,Negative,01-10-2024 13:37,Cannot replicate user reported issue. Requested screen recording from customer.,1017
