Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual,Complexity_Score
T14221,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Medium,Positive,18-08-2024 17:13,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,321,6
T11488,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,Low,Negative,21-12-2024 18:56,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,1160,9
T16466,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,16-07-2024 08:39,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,471,9
T10789,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Neutral,14-12-2024 21:52,Provided link to pricing page. Confirmed service availability in their city.,441,2
T11015,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,02-06-2024 16:19,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",334,9
T14785,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,01-08-2024 22:38,Provided link to pricing page. Confirmed service availability in their city.,835,5
T14255,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,High,Positive,09-05-2024 20:08,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,43,5
T13289,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,Medium,Negative,04-07-2024 03:41,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,435,9
T11509,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,Medium,Negative,14-08-2024 02:09,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,387,9
T15968,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,27-12-2024 12:28,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1148,2
T14511,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,27-01-2024 11:15,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,363,6
T14793,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,07-11-2024 04:28,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,1181,5
T11969,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,01-01-2024 12:03,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,867,2
T15186,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,27-03-2024 04:34,Completed name change on account profile. Sent confirmation email.,952,5
T14676,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Resolve at L1,High,Neutral,26-06-2024 21:18,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,67,5
T11264,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,01-07-2024 16:33,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,300,9
T15413,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Follow-Up,High,Negative,02-02-2024 10:09,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,32,7
T11346,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,12-08-2024 21:04,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",488,9
